collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,spacy_subject_index,spacy_verb_index,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos,ud_subject_index,ud_verb_index
Eng-UK,Fletcher,Fletcher/5/hngav.cha,30,both,1,token_indices,you,seen,you,see,VERB,2.0,4.0,you,seen,you,see,VERB,2.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,32,both,1,token_indices,you,watch,you,watch,VERB,2.0,4.0,you,watch,you,watch,VERB,2.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,34,both,1,token_indices,you,think,you,think,VERB,3.0,4.0,you,think,you,think,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,34,both,1,token_indices,this,is,this,be,AUX,5.0,6.0,this,is,this,be,AUX,5.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,37,both,1,token_indices,you,got,you,get,VERB,2.0,3.0,you,got,you,get,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,41,both,1,token_indices,you've,got,you,get,VERB,1.0,2.0,you've,got,you,get,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,48,both,1,token_indices,who,organized,who,organize,VERB,5.0,6.0,who,organized,who,organize,VERB,5.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,54,both,1,token_indices,he,doing,he,do,VERB,3.0,4.0,he,doing,he,do,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,56,both,1,token_indices,he,feeding,he,feed,VERB,3.0,4.0,he,feeding,he,feed,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,59,both,1,token_indices,you,watch,you,watch,VERB,2.0,3.0,you,watch,you,watch,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,61,both,1,token_indices,you,watch,you,watch,VERB,3.0,4.0,you,watch,you,watch,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,63,both,1,token_indices,you,play,you,play,VERB,2.0,3.0,you,play,you,play,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,65,both,1,token_indices,you,play,you,play,VERB,3.0,4.0,you,play,you,play,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,69,both,1,token_indices,you,think,you,think,VERB,3.0,4.0,you,think,you,think,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,75,both,1,token_indices,you,think,you,think,VERB,2.0,3.0,you,think,you,think,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,75,both,1,token_indices,someone,pinch,someone,pinch,VERB,4.0,6.0,someone,pinch,someone,pinch,VERB,4.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,88,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,90,both,1,token_indices,I'm,going,i,go,VERB,2.0,3.0,I'm,going,i,go,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,91,both,1,token_indices,I'll,tell,i,tell,VERB,1.0,2.0,I'll,tell,i,tell,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,91,both,1,token_indices,you,finish,you,finish,VERB,11.0,13.0,you,finish,you,finish,VERB,11.0,13.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,92,both,1,token_indices,children,have,child,have,VERB,2.0,3.0,children,have,child,have,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,93,both,1,token_indices,dog,is,dog,be,AUX,12.0,13.0,dog,is,dog,be,AUX,12.0,13.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,95,both,1,token_indices,John,gets,john,get,VERB,4.0,5.0,John,gets,john,get,VERB,4.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,97,both,1,token_indices,Mary,gets,mary,get,VERB,4.0,5.0,Mary,gets,mary,get,VERB,4.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,99,both,1,token_indices,Jill,found,jill,find,VERB,1.0,2.0,Jill,found,jill,find,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,100,both,1,token_indices,she,showed,she,show,VERB,1.0,2.0,she,showed,she,show,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,103,both,1,token_indices,dad,gave,dad,give,VERB,1.0,2.0,dad,gave,dad,give,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,105,both,1,token_indices,William,came,william,come,VERB,3.0,4.0,William,came,william,come,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,105,both,1,token_indices,he,saw,he,see,VERB,6.0,7.0,he,saw,he,see,VERB,6.0,7.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,107,both,1,token_indices,they,climbed,they,climb,VERB,7.0,8.0,they,climbed,they,climb,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,108,both,1,token_indices,they,fall,they,fall,VERB,2.0,3.0,they,fall,they,fall,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,110,both,1,token_indices,James,wanted,james,want,VERB,1.0,2.0,James,wanted,james,want,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,111,both,1,token_indices,he,stood,he,stand,VERB,2.0,3.0,he,stood,he,stand,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,111,both,1,token_indices,he,stretched,he,stretch,VERB,7.0,8.0,he,stretched,he,stretch,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,111,both,1,token_indices,he,stretched,he,stretch,VERB,10.0,11.0,he,stretched,he,stretch,VERB,10.0,11.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,114,both,1,token_indices,mummie,said,mummie,say,VERB,3.0,4.0,mummie,said,mummie,say,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,116,both,1,token_indices,Eddie,know,eddie,know,VERB,1.0,3.0,Eddie,know,eddie,know,VERB,1.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,117,both,1,token_indices,he,asked,he,ask,VERB,2.0,3.0,he,asked,he,ask,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,119,both,1,token_indices,children,walk,child,walk,VERB,2.0,3.0,children,walk,child,walk,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,119,both,1,token_indices,some,ride,some,ride,VERB,7.0,8.0,some,ride,some,ride,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,123,both,1,token_indices,Mike,lives,mike,live,VERB,1.0,2.0,Mike,lives,mike,live,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,128,both,1,token_indices,mummie,made,mummie,make,VERB,1.0,3.0,mummie,made,mummie,make,VERB,1.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,129,both,1,token_indices,Mary,bought,mary,buy,VERB,1.0,3.0,Mary,bought,mary,buy,VERB,1.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,129,both,1,token_indices,she's,eating,she,eat,VERB,7.0,8.0,she's,eating,she,eat,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,129,both,1,token_indices,Christine,wants,christine,want,VERB,10.0,11.0,Christine,wants,christine,want,VERB,10.0,11.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,131,both,1,token_indices,they,had,they,have,VERB,7.0,8.0,they,had,they,have,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,132,both,1,token_indices,they,ran,they,run,VERB,1.0,3.0,they,ran,they,run,VERB,1.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,132,both,1,token_indices,Paul,won,paul,win,VERB,7.0,8.0,Paul,won,paul,win,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,132,both,1,token_indices,he,run,he,run,VERB,10.0,12.0,he,run,he,run,VERB,10.0,12.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,139,both,1,token_indices,we've,got,we,get,VERB,2.0,3.0,we've,got,we,get,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,140,both,1,token_indices,that,sticks,that,stick,VERB,2.0,3.0,that,sticks,that,stick,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,141,both,1,token_indices,we're,going,we,go,VERB,2.0,3.0,we're,going,we,go,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,142,both,1,token_indices,we're,going,we,go,VERB,2.0,3.0,we're,going,we,go,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,143,both,1,token_indices,I,show,i,show,VERB,1.0,2.0,I,show,i,show,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,143,both,1,token_indices,you,tell,you,tell,VERB,8.0,9.0,you,tell,you,tell,VERB,8.0,9.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,143,both,1,token_indices,you,want,you,want,VERB,13.0,14.0,you,want,you,want,VERB,13.0,14.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,144,both,1,token_indices,who's,kneeling,who,kneel,VERB,5.0,6.0,who's,kneeling,who,kneel,VERB,5.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,145,both,1,token_indices,that's,carrying,that,carry,VERB,6.0,7.0,that's,carrying,that,carry,VERB,6.0,7.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,146,both,1,token_indices,man,got,man,get,VERB,2.0,4.0,man,got,man,get,VERB,2.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,147,both,1,token_indices,man,got,man,get,VERB,3.0,5.0,man,got,man,get,VERB,3.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,148,both,1,token_indices,I'm,hiding,i,hide,VERB,1.0,2.0,I'm,hiding,i,hide,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,149,both,1,token_indices,you,tell,you,tell,VERB,2.0,3.0,you,tell,you,tell,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,149,both,1,token_indices,you,want,you,want,VERB,7.0,8.0,you,want,you,want,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,154,both,1,token_indices,we,put,we,put,VERB,5.0,6.0,we,put,we,put,VERB,5.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,159,both,1,token_indices,who's,kneeling,who,kneel,VERB,3.0,4.0,who's,kneeling,who,kneel,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,161,both,1,token_indices,we're,going,we,go,VERB,2.0,3.0,we're,going,we,go,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,162,both,1,token_indices,lady,holding,lady,hold,VERB,2.0,5.0,lady,holding,lady,hold,VERB,2.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,163,both,1,token_indices,lady,sweeping,lady,sweep,VERB,3.0,5.0,lady,sweeping,lady,sweep,VERB,3.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,164,both,1,token_indices,lady,got,lady,get,VERB,2.0,4.0,lady,got,lady,get,VERB,2.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,165,both,1,token_indices,I'm,hiding,i,hide,VERB,1.0,2.0,I'm,hiding,i,hide,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,166,both,1,token_indices,you,tell,you,tell,VERB,1.0,2.0,you,tell,you,tell,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,166,both,1,token_indices,you,want,you,want,VERB,6.0,7.0,you,want,you,want,VERB,6.0,7.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,168,both,1,token_indices,who's,sweeping,who,sweep,VERB,3.0,4.0,who's,sweeping,who,sweep,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,174,both,1,token_indices,she,got,she,get,VERB,1.0,3.0,she,got,she,get,VERB,1.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,175,both,1,token_indices,she,got,she,get,VERB,1.0,2.0,she,got,she,get,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,178,both,1,token_indices,we're,going,we,go,VERB,3.0,4.0,we're,going,we,go,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,179,both,1,token_indices,girl,running,girl,run,VERB,2.0,4.0,girl,running,girl,run,VERB,2.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,180,both,1,token_indices,who's,putting,who,put,VERB,6.0,7.0,who's,putting,who,put,VERB,6.0,7.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,181,both,1,token_indices,who's,kneeling,who,kneel,VERB,7.0,8.0,who's,kneeling,who,kneel,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,195,both,1,token_indices,we're,going,we,go,VERB,3.0,4.0,we're,going,we,go,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,199,both,1,token_indices,we,put,we,put,VERB,4.0,5.0,we,put,we,put,VERB,4.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,206,both,1,token_indices,we're,going,we,go,VERB,2.0,3.0,we're,going,we,go,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,208,both,1,token_indices,boy,kicking,boy,kick,VERB,7.0,9.0,boy,kicking,boy,kick,VERB,7.0,9.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,209,both,1,token_indices,girl,holding,girl,hold,VERB,7.0,9.0,girl,holding,girl,hold,VERB,7.0,9.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,212,both,1,token_indices,it,is,it,be,AUX,2.0,3.0,it,is,it,be,AUX,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,217,both,1,token_indices,we,have,we,have,VERB,2.0,3.0,we,have,we,have,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,218,both,1,token_indices,cat,standing,cat,stand,VERB,11.0,13.0,cat,standing,cat,stand,VERB,11.0,13.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,221,both,1,token_indices,I've,got,i,get,VERB,2.0,3.0,I've,got,i,get,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,222,both,1,token_indices,who's,jumping,who,jump,VERB,5.0,6.0,who's,jumping,who,jump,VERB,5.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,223,both,1,token_indices,dog,sleeping,dog,sleep,VERB,4.0,6.0,dog,sleeping,dog,sleep,VERB,4.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,226,both,1,token_indices,we've,got,we,get,VERB,2.0,3.0,we've,got,we,get,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,230,both,1,token_indices,you,think,you,think,VERB,2.0,3.0,you,think,you,think,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,232,both,1,token_indices,family,isn't,family,be,AUX,4.0,6.0,family,isn't,family,be,AUX,4.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,232,both,1,token_indices,it,isn't,it,be,AUX,7.0,6.0,it,isn't,it,be,AUX,7.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,233,both,1,token_indices,we,put,we,put,VERB,2.0,3.0,we,put,we,put,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,234,both,1,token_indices,we're,going,we,go,VERB,2.0,3.0,we're,going,we,go,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,235,both,1,token_indices,horsie,fight,horsie,fight,VERB,1.0,5.0,horsie,fight,horsie,fight,VERB,1.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,236,both,1,token_indices,they,fight,they,fight,VERB,3.0,4.0,they,fight,they,fight,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,237,both,1,token_indices,horsie,says,horsie,say,VERB,1.0,2.0,horsie,says,horsie,say,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,238,both,1,token_indices,tiger,says,tiger,say,VERB,3.0,4.0,tiger,says,tiger,say,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,239,both,1,token_indices,horsie,says,horsie,say,VERB,3.0,4.0,horsie,says,horsie,say,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,239,both,1,token_indices,tiger,likes,tiger,like,VERB,5.0,6.0,tiger,likes,tiger,like,VERB,5.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,240,both,1,token_indices,tiger,says,tiger,say,VERB,2.0,3.0,tiger,says,tiger,say,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,240,both,1,token_indices,tiger,like,tiger,like,VERB,6.0,8.0,tiger,like,tiger,like,VERB,6.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,242,both,1,token_indices,tiger,goes,tiger,go,VERB,1.0,2.0,tiger,goes,tiger,go,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,243,both,1,token_indices,you,know,you,know,VERB,2.0,3.0,you,know,you,know,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,243,both,1,token_indices,tiger,says,tiger,say,VERB,5.0,6.0,tiger,says,tiger,say,VERB,5.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,245,both,1,token_indices,he,says,he,say,VERB,1.0,2.0,he,says,he,say,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,245,both,1,token_indices,tiger,go,tiger,go,VERB,5.0,7.0,tiger,go,tiger,go,VERB,5.0,7.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,250,both,1,token_indices,tiger,eats,tiger,eat,VERB,1.0,2.0,tiger,eats,tiger,eat,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,252,both,1,token_indices,tiger,fly,tiger,fly,VERB,1.0,3.0,tiger,fly,tiger,fly,VERB,1.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,254,both,1,token_indices,tiger,has,tiger,have,VERB,1.0,2.0,tiger,has,tiger,have,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,256,both,1,token_indices,horsie,has,horsie,have,VERB,2.0,3.0,horsie,has,horsie,have,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,260,both,1,token_indices,you,ask,you,ask,VERB,1.0,2.0,you,ask,you,ask,VERB,1.0,2.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,260,both,1,token_indices,you,got,you,get,VERB,7.0,8.0,you,got,you,get,VERB,7.0,8.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,266,both,1,token_indices,you,have,you,have,VERB,4.0,6.0,you,have,you,have,VERB,4.0,6.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,268,both,1,token_indices,I,have,i,have,VERB,4.0,5.0,I,have,i,have,VERB,4.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,270,both,1,token_indices,I,have,i,have,VERB,3.0,4.0,I,have,i,have,VERB,3.0,4.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,272,both,1,token_indices,we,ask,we,ask,VERB,2.0,3.0,we,ask,we,ask,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,272,both,1,token_indices,he,likes,he,like,VERB,6.0,7.0,he,likes,he,like,VERB,6.0,7.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,274,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,280,both,1,token_indices,he'll,give,he,give,VERB,4.0,5.0,he'll,give,he,give,VERB,4.0,5.0
Eng-UK,Fletcher,Fletcher/5/hngav.cha,281,both,1,token_indices,you,give,you,give,VERB,2.0,3.0,you,give,you,give,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,3,both,1,token_indices,you,doing,you,do,VERB,3.0,4.0,you,doing,you,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,6,both,1,token_indices,you,fall,you,fall,VERB,3.0,4.0,you,fall,you,fall,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,6,both,1,token_indices,you'll,hurt,you,hurt,VERB,5.0,6.0,you'll,hurt,you,hurt,VERB,5.0,6.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,18,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,31,both,1,token_indices,he,doing,he,do,VERB,2.0,3.0,he,doing,he,do,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,41,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,44,both,1,token_indices,it,is,it,be,AUX,2.0,1.0,it,is,it,be,AUX,2.0,1.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,47,both,1,token_indices,it,hiding,it,hide,VERB,2.0,3.0,it,hiding,it,hide,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,50,both,1,token_indices,you,found,you,find,VERB,1.0,2.0,you,found,you,find,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,53,both,1,token_indices,it,is,it,be,AUX,2.0,1.0,it,is,it,be,AUX,2.0,1.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,58,both,1,token_indices,you,reading,you,read,VERB,2.0,3.0,you,reading,you,read,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,63,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,66,both,1,token_indices,you,tell,you,tell,VERB,1.0,2.0,you,tell,you,tell,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,68,both,1,token_indices,you,tell,you,tell,VERB,1.0,2.0,you,tell,you,tell,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,81,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,87,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,92,both,1,token_indices,it,isn't,it,be,AUX,5.0,4.0,it,isn't,it,be,AUX,5.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,96,both,1,token_indices,it,isn't,it,be,AUX,6.0,5.0,it,isn't,it,be,AUX,6.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,107,both,1,token_indices,I,think,i,think,VERB,3.0,4.0,I,think,i,think,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,113,both,1,token_indices,I,thought,i,think,VERB,2.0,3.0,I,thought,i,think,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,171,both,1,token_indices,you,got,you,get,VERB,1.0,5.0,you,got,you,get,VERB,1.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,173,both,1,token_indices,Jeannine's,got,jeannine,get,VERB,1.0,2.0,Jeannine's,got,jeannine,get,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,177,both,1,token_indices,Jeannine,gave,jeannine,give,VERB,1.0,2.0,Jeannine,gave,jeannine,give,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,183,both,1,token_indices,he's,singing,he,sing,VERB,1.0,2.0,he's,singing,he,sing,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,192,both,1,token_indices,you,see,you,see,VERB,1.0,3.0,you,see,you,see,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,194,both,1,token_indices,you,can,you,can,AUX,2.0,1.0,you,can,you,can,AUX,2.0,1.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,206,both,1,token_indices,you,see,you,see,VERB,1.0,3.0,you,see,you,see,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,214,both,1,token_indices,they,gone,they,go,VERB,2.0,3.0,they,gone,they,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,222,both,1,token_indices,he,gets,he,get,VERB,2.0,3.0,he,gets,he,get,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,223,both,1,token_indices,I,bet,i,bet,VERB,1.0,2.0,I,bet,i,bet,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,225,both,1,token_indices,I,bet,i,bet,VERB,1.0,2.0,I,bet,i,bet,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,225,both,1,token_indices,they,will,they,will,AUX,3.0,4.0,they,will,they,will,AUX,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,229,both,1,token_indices,you,see,you,see,VERB,1.0,3.0,you,see,you,see,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,231,both,1,token_indices,you,can't,you,can,AUX,5.0,6.0,you,can't,you,can,AUX,5.0,6.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,237,both,1,token_indices,you're,going,you,go,VERB,1.0,2.0,you're,going,you,go,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,244,both,1,token_indices,it,is,it,be,AUX,3.0,2.0,it,is,it,be,AUX,3.0,2.0
